[30, 26, 91, 13, 17, 90, 9, 46, 27, 98]
[62, 3, 54, 32, 77, 92, 98, 89, 82, 56]
[22, 85, 90, 37, 98, 93, 26, 42, 52, 59]
[18, 32, 48, 68, 14, 81, 39, 84, 15, 58]
[15, 39, 33, 16, 34, 86, 55, 11, 56, 28]
[84, 85, 23, 37, 71, 41, 6, 67, 3, 45]
[24, 79, 12, 76, 37, 58, 87, 9, 92, 16]
[19, 29, 49, 70, 98, 93, 23, 89, 60, 7]
[24, 47, 94, 91, 78, 95, 98, 12, 37, 45]
[6, 65, 63, 89, 23, 46, 73, 84, 60, 37]
[49, 69, 30, 71, 62, 83, 36, 3, 47, 75]
[53, 19, 47, 46, 49, 98, 63, 81, 11, 77]
[17, 65, 88, 66, 21, 67, 84, 14, 31, 81]
[75, 51, 86, 32, 98, 72, 42, 38, 26, 59]
[46, 89, 44, 87, 8, 2, 31, 21, 76, 86]
[42, 88, 61, 36, 48, 76, 95, 46, 86, 50]
[84, 64, 7, 51, 4, 95, 89, 19, 53, 16]
[60, 99, 91, 29, 1, 49, 74, 77, 95, 75]
[5, 100, 93, 64, 55, 57, 74, 1, 71, 17]
[14, 83, 79, 69, 96, 15, 33, 30, 37, 44]
[96, 60, 41, 93, 73, 80, 69, 12, 89, 22]
[95, 3, 34, 58, 5, 52, 38, 26, 81, 29]
[96, 60, 72, 24, 78, 18, 99, 35, 7, 32]
[91, 45, 96, 31, 68, 36, 8, 88, 86, 9]
[38, 39, 98, 43, 60, 99, 83, 33, 41, 66]
[36, 18, 94, 51, 24, 54, 13, 91, 22, 79]
[2, 22, 7, 21, 56, 46, 36, 78, 47, 70]
[98, 50, 95, 68, 61, 28, 66, 100, 57, 55]
[42, 91, 100, 61, 80, 96, 25, 65, 23, 95]
[50, 78, 12, 8, 87, 24, 95, 37, 31, 91]
[72, 11, 68, 96, 46, 54, 44, 70, 87, 42]
[36, 57, 71, 100, 63, 19, 80, 68, 50, 91]
[52, 71, 43, 96, 21, 25, 39, 73, 7, 91]
[99, 54, 33, 96, 19, 40, 98, 34, 14, 91]
[44, 67, 17, 28, 68, 59, 91, 89, 26, 24]
[31, 35, 77, 90, 54, 55, 20, 42, 86, 62]
[79, 44, 46, 45, 42, 31, 84, 68, 36, 3]
[55, 72, 88, 92, 7, 100, 18, 89, 5, 79]
[6, 40, 80, 56, 79, 41, 89, 72, 2, 8]
[88, 58, 27, 42, 99, 43, 38, 13, 73, 10]
[78, 40, 15, 57, 93, 80, 81, 48, 86, 36]
[61, 92, 34, 96, 68, 77, 97, 20, 31, 86]
[68, 40, 43, 62, 53, 93, 56, 39, 80, 24]
[33, 14, 97, 61, 54, 8, 15, 65, 13, 4]
[27, 26, 98, 18, 43, 93, 15, 9, 20, 80]
[98, 73, 45, 89, 86, 33, 94, 64, 56, 1]
[82, 40, 36, 45, 61, 46, 66, 99, 74, 43]
[97, 8, 31, 49, 24, 96, 38, 98, 9, 88]
[11, 98, 55, 22, 2, 37, 9, 45, 61, 53]
[68, 70, 4, 80, 13, 24, 92, 73, 83, 17]
[81, 67, 58, 16, 66, 82, 69, 55, 100, 37]
[14, 49, 17, 25, 57, 39, 93, 24, 84, 2]
[95, 50, 61, 18, 78, 93, 60, 96, 88, 26]
[78, 35, 53, 55, 43, 9, 60, 31, 66, 71]
[96, 86, 47, 20, 56, 31, 81, 80, 33, 27]
[76, 5, 42, 64, 45, 96, 72, 13, 2, 11]
[8, 31, 55, 1, 17, 69, 12, 42, 83, 86]
[44, 5, 78, 38, 39, 40, 47, 11, 10, 67]
[99, 49, 28, 38, 45, 80, 39, 70, 13, 58]
[61, 10, 45, 97, 41, 85, 53, 36, 63, 91]
[48, 19, 69, 44, 8, 70, 9, 22, 7, 1]
[9, 93, 71, 83, 86, 36, 25, 32, 80, 13]
[49, 91, 84, 22, 17, 7, 85, 48, 97, 95]
[49, 86, 1, 45, 46, 80, 13, 62, 88, 98]
[53, 25, 44, 43, 50, 59, 64, 41, 63, 69]
[58, 24, 74, 47, 67, 80, 87, 63, 43, 85]
[2, 7, 91, 26, 59, 90, 16, 96, 40, 74]
[95, 33, 99, 91, 79, 57, 6, 23, 1, 96]
[79, 10, 62, 98, 90, 17, 63, 6, 16, 81]
[12, 41, 58, 86, 36, 66, 54, 46, 98, 45]
[35, 54, 4, 51, 81, 66, 29, 83, 48, 31]
[54, 67, 20, 48, 28, 72, 82, 50, 12, 98]
[90, 47, 64, 81, 99, 66, 57, 89, 91, 6]
[95, 60, 55, 24, 74, 97, 29, 57, 82, 25]
[72, 53, 82, 85, 15, 63, 94, 98, 13, 79]
[53, 73, 76, 63, 95, 80, 32, 23, 41, 24]
[6, 33, 19, 71, 73, 21, 50, 56, 82, 49]
[66, 7, 69, 85, 38, 68, 72, 21, 19, 8]
[16, 88, 3, 82, 67, 48, 53, 73, 35, 20]
[66, 16, 69, 3, 80, 93, 89, 85, 94, 55]
[47, 16, 25, 40, 36, 11, 45, 54, 82, 83]
[81, 90, 7, 37, 96, 70, 52, 59, 53, 99]
[68, 97, 61, 42, 9, 81, 19, 86, 13, 67]
[90, 3, 41, 76, 78, 10, 58, 39, 18, 14]
[72, 3, 65, 49, 5, 75, 78, 81, 68, 88]
[85, 44, 53, 60, 1, 75, 21, 9, 7, 64]
[20, 80, 56, 8, 84, 33, 11, 63, 12, 73]
[41, 51, 28, 92, 42, 67, 56, 14, 65, 47]
[49, 90, 34, 3, 28, 15, 30, 67, 74, 71]
[94, 86, 70, 9, 39, 4, 88, 22, 31, 25]
[60, 81, 47, 65, 10, 55, 19, 23, 13, 78]
[98, 28, 69, 81, 15, 19, 63, 16, 2, 14]
[33, 43, 67, 71, 36, 91, 32, 61, 52, 50]
[92, 39, 69, 11, 74, 38, 36, 75, 87, 63]
[89, 60, 86, 67, 96, 65, 72, 2, 10, 58]
[61, 28, 6, 97, 57, 16, 38, 17, 98, 40]
[76, 90, 70, 53, 43, 66, 96, 5, 47, 88]
[94, 17, 16, 34, 45, 42, 18, 62, 76, 51]
[40, 55, 44, 91, 6, 94, 81, 74, 19, 88]
[64, 54, 63, 45, 46, 94, 55, 14, 72, 21]
[32, 27, 64, 90, 14, 60, 89, 31, 91, 8]
[27, 89, 12, 94, 34, 23, 86, 77, 2, 28]
[50, 78, 93, 14, 52, 98, 94, 86, 30, 77]
[78, 53, 49, 89, 81, 84, 24, 50, 95, 25]
[63, 57, 62, 29, 1, 89, 23, 99, 91, 51]
[94, 61, 59, 62, 54, 48, 85, 67, 47, 42]
[28, 94, 85, 62, 36, 88, 24, 98, 74, 87]
[89, 67, 9, 84, 11, 17, 40, 92, 28, 91]
[99, 58, 44, 46, 41, 20, 66, 37, 92, 68]
[68, 15, 72, 91, 87, 27, 81, 79, 94, 46]
[63, 79, 31, 35, 34, 12, 36, 61, 91, 58]
[31, 96, 10, 92, 41, 68, 14, 95, 67, 87]
[89, 4, 23, 85, 15, 10, 79, 6, 81, 40]
[73, 91, 98, 34, 59, 64, 56, 9, 19, 8]
[14, 63, 26, 2, 96, 75, 84, 37, 73, 71]
[17, 59, 43, 30, 8, 75, 95, 61, 5, 81]
[10, 61, 51, 58, 33, 59, 47, 18, 25, 32]
[76, 49, 73, 98, 48, 60, 17, 59, 70, 83]
[62, 49, 15, 51, 75, 54, 39, 21, 57, 81]
[84, 27, 66, 71, 12, 17, 9, 15, 5, 86]
[79, 16, 18, 39, 74, 98, 49, 30, 67, 94]
[89, 26, 83, 90, 18, 69, 19, 46, 55, 56]
[38, 23, 41, 53, 55, 70, 81, 52, 91, 90]
[52, 3, 47, 72, 78, 76, 25, 15, 80, 67]
[18, 61, 13, 32, 86, 16, 57, 15, 19, 46]
[81, 17, 98, 78, 94, 89, 24, 64, 28, 54]
[35, 13, 29, 58, 60, 69, 71, 84, 82, 47]
[95, 11, 17, 51, 28, 32, 69, 27, 61, 34]
[81, 43, 71, 51, 7, 11, 29, 4, 5, 66]
[72, 32, 100, 12, 66, 11, 84, 52, 86, 65]
[40, 28, 79, 91, 46, 22, 75, 71, 73, 55]
[92, 7, 32, 55, 87, 12, 9, 10, 16, 88]
[21, 72, 23, 10, 12, 71, 31, 84, 22, 40]
[76, 37, 15, 40, 59, 78, 75, 41, 73, 28]
[80, 8, 57, 53, 26, 82, 70, 11, 20, 63]
[63, 44, 87, 8, 14, 94, 48, 98, 90, 47]
[56, 44, 9, 32, 52, 61, 18, 38, 63, 39]
[38, 10, 78, 90, 14, 55, 76, 79, 58, 68]
[54, 47, 48, 33, 83, 86, 61, 11, 21, 40]
[88, 29, 60, 77, 82, 45, 5, 59, 21, 81]
[36, 8, 30, 18, 76, 62, 82, 99, 96, 51]
[11, 24, 33, 25, 1, 46, 10, 42, 7, 15]
[15, 99, 63, 65, 27, 69, 34, 95, 50, 24]
[83, 8, 67, 54, 17, 45, 69, 100, 80, 85]
[36, 93, 87, 63, 15, 62, 98, 60, 10, 18]
[16, 94, 25, 89, 83, 34, 78, 96, 8, 92]
[46, 28, 43, 35, 2, 7, 59, 29, 17, 55]
[23, 1, 42, 83, 76, 17, 65, 62, 55, 11]
[91, 64, 16, 49, 57, 31, 54, 18, 39, 75]
[28, 100, 7, 5, 38, 3, 54, 14, 41, 37]
[45, 69, 7, 72, 58, 92, 42, 96, 71, 22]
[66, 29, 55, 88, 87, 75, 90, 84, 28, 58]
[39, 32, 79, 74, 89, 19, 95, 81, 35, 21]
[39, 24, 13, 68, 18, 55, 77, 61, 14, 93]
[77, 63, 37, 27, 21, 49, 5, 15, 80, 22]
[81, 6, 15, 17, 80, 42, 95, 9, 36, 89]
[67, 42, 48, 97, 46, 100, 45, 84, 89, 63]
[85, 84, 46, 53, 42, 61, 14, 78, 15, 70]
[61, 72, 93, 98, 94, 47, 89, 67, 71, 26]
[4, 6, 24, 45, 38, 8, 27, 75, 58, 36]
[45, 6, 23, 67, 27, 47, 10, 68, 35, 94]
[66, 15, 61, 63, 46, 25, 27, 60, 22, 12]
[21, 23, 48, 10, 92, 89, 15, 67, 8, 20]
[43, 82, 65, 21, 2, 73, 20, 90, 100, 93]
[64, 40, 5, 57, 100, 87, 45, 51, 97, 23]
[8, 5, 11, 74, 48, 97, 67, 15, 25, 40]
[99, 64, 15, 81, 87, 3, 62, 16, 60, 57]
[20, 90, 63, 73, 13, 41, 68, 57, 79, 19]
[26, 20, 33, 69, 17, 78, 18, 82, 16, 91]
[77, 32, 76, 64, 85, 96, 92, 71, 88, 18]
[94, 82, 55, 86, 76, 34, 81, 18, 53, 57]
[22, 46, 75, 21, 87, 59, 34, 6, 76, 62]
[68, 61, 59, 2, 99, 8, 31, 23, 87, 28]
[63, 51, 72, 40, 36, 44, 83, 60, 25, 3]
[51, 1, 46, 32, 68, 12, 85, 100, 81, 42]
[94, 45, 73, 87, 92, 99, 80, 15, 3, 84]
[38, 7, 2, 96, 51, 84, 25, 85, 46, 76]
[74, 70, 92, 21, 65, 90, 64, 11, 95, 32]
[43, 62, 80, 63, 46, 66, 39, 42, 32, 29]
[58, 70, 32, 1, 41, 22, 99, 77, 18, 61]
[39, 75, 41, 88, 51, 38, 44, 40, 26, 1]
[9, 15, 26, 5, 2, 91, 50, 85, 33, 20]
[44, 14, 95, 19, 65, 76, 25, 59, 63, 97]
[15, 62, 64, 11, 39, 67, 27, 49, 12, 33]
[35, 82, 13, 6, 72, 20, 85, 28, 78, 12]
[32, 80, 25, 75, 63, 58, 88, 81, 40, 67]
[86, 53, 76, 87, 78, 8, 69, 20, 74, 60]
[17, 1, 87, 54, 18, 16, 77, 75, 84, 51]
[74, 41, 69, 39, 94, 23, 48, 42, 81, 71]
[32, 81, 44, 18, 87, 75, 53, 5, 1, 95]
[80, 67, 72, 13, 21, 99, 63, 59, 12, 47]
[86, 50, 80, 82, 4, 10, 67, 44, 6, 68]
[57, 49, 50, 2, 4, 15, 29, 54, 16, 68]
[41, 45, 64, 69, 38, 23, 46, 28, 31, 32]
[93, 62, 26, 85, 20, 14, 66, 41, 50, 72]
[26, 33, 90, 39, 57, 67, 51, 91, 47, 86]
[88, 78, 56, 64, 26, 91, 94, 67, 50, 33]
[23, 6, 42, 27, 38, 59, 100, 13, 55, 57]
[70, 94, 11, 64, 41, 91, 68, 45, 48, 29]
[77, 52, 49, 34, 2, 74, 99, 50, 94, 25]
[90, 57, 91, 99, 40, 44, 37, 42, 49, 77]
[9, 62, 60, 82, 51, 27, 93, 54, 48, 42]
[30, 85, 20, 70, 42, 31, 61, 58, 67, 45]
[43, 63, 13, 73, 69, 3, 25, 4, 80, 59]
[34, 24, 23, 82, 50, 47, 40, 14, 30, 6]
[16, 4, 53, 47, 85, 94, 3, 78, 5, 95]
[47, 38, 41, 16, 68, 35, 10, 80, 31, 88]
[47, 62, 14, 59, 56, 72, 5, 91, 4, 64]
[32, 59, 70, 2, 91, 50, 57, 65, 22, 86]
[81, 39, 9, 42, 80, 99, 6, 24, 19, 28]
[17, 16, 23, 36, 24, 62, 7, 98, 80, 37]
[46, 66, 54, 34, 51, 50, 19, 22, 15, 92]
[15, 52, 5, 100, 82, 74, 27, 22, 55, 76]
[94, 49, 69, 47, 95, 8, 50, 66, 88, 84]
[93, 31, 96, 5, 57, 13, 14, 66, 43, 46]
[67, 42, 58, 39, 75, 74, 57, 87, 62, 29]
[48, 13, 91, 77, 60, 76, 56, 10, 28, 62]
[4, 51, 68, 42, 47, 98, 41, 3, 20, 78]
[99, 54, 27, 67, 5, 43, 49, 57, 65, 93]
[78, 73, 32, 36, 2, 10, 16, 31, 40, 39]
[61, 1, 38, 77, 4, 37, 85, 34, 15, 56]
[9, 60, 97, 92, 17, 94, 73, 61, 34, 18]
[55, 48, 18, 93, 40, 69, 58, 70, 21, 23]
[95, 57, 67, 83, 73, 3, 19, 14, 28, 47]
[24, 63, 55, 61, 38, 67, 94, 48, 20, 12]
[58, 53, 34, 30, 26, 65, 18, 98, 31, 12]
[36, 77, 32, 79, 94, 85, 10, 84, 30, 46]
[81, 86, 12, 39, 70, 13, 11, 27, 26, 63]
[41, 20, 43, 61, 53, 85, 52, 95, 29, 16]
[72, 77, 41, 4, 96, 66, 12, 39, 18, 16]
[49, 59, 36, 95, 3, 7, 72, 55, 9, 50]
[88, 2, 43, 25, 90, 33, 57, 14, 69, 71]
[10, 82, 18, 8, 52, 88, 1, 35, 91, 85]
[78, 53, 50, 65, 22, 14, 16, 24, 64, 58]
[47, 48, 72, 83, 5, 53, 86, 64, 7, 67]
[3, 52, 38, 99, 2, 41, 85, 19, 9, 44]
[43, 76, 47, 88, 67, 28, 2, 87, 59, 35]
[88, 25, 12, 76, 81, 43, 97, 89, 15, 29]
[27, 37, 80, 58, 70, 36, 24, 14, 20, 5]
[34, 82, 20, 41, 49, 13, 39, 66, 43, 99]
[91, 99, 20, 79, 55, 16, 80, 45, 11, 42]
[71, 88, 10, 47, 35, 68, 69, 82, 83, 32]
[6, 64, 39, 81, 62, 54, 12, 92, 23, 43]
[98, 81, 65, 80, 2, 99, 49, 82, 34, 35]
[31, 62, 95, 83, 20, 14, 71, 100, 29, 34]
[10, 15, 5, 19, 82, 57, 14, 32, 70, 13]
[87, 29, 42, 65, 37, 3, 38, 28, 57, 13]
[17, 6, 60, 99, 64, 96, 21, 48, 9, 53]
[4, 74, 65, 45, 23, 49, 62, 33, 8, 51]
[63, 16, 25, 45, 29, 81, 53, 68, 96, 10]
[81, 77, 83, 6, 7, 96, 92, 53, 41, 40]
[14, 86, 44, 69, 56, 68, 23, 62, 84, 15]
[30, 3, 32, 10, 4, 64, 61, 38, 15, 50]
[66, 34, 100, 90, 3, 15, 67, 16, 4, 41]
[48, 11, 80, 46, 6, 84, 37, 4, 65, 70]
[50, 20, 64, 91, 63, 60, 81, 78, 35, 56]
[13, 48, 65, 88, 69, 94, 53, 29, 61, 100]
[75, 34, 22, 71, 63, 17, 53, 25, 88, 79]
[20, 82, 98, 25, 12, 16, 76, 11, 55, 54]
[69, 64, 86, 20, 25, 54, 45, 15, 22, 52]
[74, 83, 59, 12, 7, 42, 6, 16, 21, 77]
[15, 51, 55, 37, 84, 77, 85, 69, 89, 93]
[9, 95, 99, 98, 67, 35, 24, 22, 19, 72]
[28, 17, 38, 58, 35, 16, 89, 40, 56, 7]
[5, 65, 70, 93, 52, 40, 74, 19, 86, 64]
[46, 18, 54, 63, 84, 5, 89, 56, 1, 15]
[48, 81, 31, 84, 30, 7, 17, 99, 94, 38]
[6, 72, 7, 43, 77, 27, 19, 90, 75, 98]
[45, 78, 77, 61, 41, 12, 36, 53, 94, 8]
[86, 100, 74, 11, 94, 56, 32, 87, 30, 75]
[94, 91, 83, 23, 38, 46, 60, 77, 69, 14]
[99, 49, 70, 14, 25, 9, 66, 74, 62, 45]
[23, 39, 35, 32, 55, 19, 43, 34, 63, 79]
[97, 10, 75, 100, 61, 68, 48, 88, 53, 56]
[10, 55, 43, 32, 68, 72, 25, 37, 75, 6]
[43, 26, 21, 91, 14, 58, 45, 61, 28, 49]
[41, 79, 62, 93, 94, 24, 12, 42, 6, 92]
[86, 40, 98, 74, 15, 49, 33, 77, 30, 39]
[14, 38, 67, 96, 81, 76, 63, 56, 33, 75]
[8, 81, 96, 18, 92, 85, 31, 35, 93, 59]
[86, 43, 98, 89, 7, 28, 20, 19, 85, 35]
[55, 90, 85, 86, 59, 46, 2, 91, 9, 84]
[33, 32, 100, 55, 3, 22, 82, 20, 65, 25]
[50, 62, 59, 57, 93, 27, 26, 10, 16, 97]
[77, 45, 8, 69, 56, 4, 20, 72, 40, 73]
[21, 35, 1, 63, 66, 38, 19, 44, 94, 6]
[88, 85, 91, 69, 48, 55, 52, 95, 51, 1]
[72, 47, 2, 15, 32, 38, 97, 64, 52, 34]
[42, 61, 80, 13, 73, 37, 88, 35, 44, 72]
[4, 37, 91, 21, 84, 35, 80, 63, 41, 25]
[22, 58, 16, 5, 94, 48, 10, 59, 85, 13]
[79, 84, 46, 68, 24, 29, 26, 13, 7, 94]
[51, 79, 4, 18, 95, 97, 2, 66, 87, 42]
[12, 74, 27, 57, 88, 94, 7, 90, 59, 23]
[6, 46, 4, 66, 71, 82, 68, 1, 98, 47]
[77, 45, 17, 59, 95, 4, 63, 8, 51, 99]
[4, 9, 100, 27, 65, 46, 8, 92, 80, 81]
[85, 59, 37, 45, 81, 100, 2, 29, 61, 67]
[62, 71, 31, 82, 27, 91, 12, 76, 32, 25]
[50, 78, 55, 95, 12, 94, 62, 74, 84, 31]
[5, 47, 59, 45, 78, 48, 95, 66, 54, 96]
[29, 52, 88, 70, 25, 50, 59, 91, 15, 28]
[93, 41, 26, 96, 56, 22, 72, 70, 88, 16]
[90, 35, 73, 88, 46, 72, 47, 99, 45, 41]
[82, 53, 99, 6, 17, 16, 2, 43, 34, 59]
[64, 4, 29, 82, 25, 32, 37, 73, 99, 70]
[73, 19, 49, 37, 86, 77, 28, 10, 83, 20]
[69, 25, 34, 68, 99, 16, 95, 46, 19, 30]
[31, 6, 8, 69, 28, 19, 27, 35, 21, 29]
[11, 28, 91, 70, 79, 49, 43, 50, 88, 81]
[24, 98, 12, 83, 48, 72, 62, 4, 23, 1]
[42, 72, 61, 9, 99, 35, 92, 36, 4, 75]
[6, 98, 14, 33, 47, 4, 51, 57, 76, 66]
[64, 86, 36, 89, 87, 9, 22, 20, 90, 8]
[75, 80, 32, 3, 9, 10, 60, 11, 67, 36]
[9, 15, 70, 85, 67, 62, 49, 91, 71, 86]
[87, 77, 74, 29, 91, 63, 23, 44, 52, 96]
[71, 51, 57, 22, 75, 77, 93, 13, 50, 19]
[68, 38, 81, 78, 27, 2, 41, 91, 47, 23]
[21, 54, 32, 77, 79, 46, 50, 11, 47, 29]
[90, 26, 22, 28, 93, 18, 4, 15, 39, 8]
[18, 29, 43, 25, 20, 79, 92, 41, 82, 94]
[81, 93, 18, 33, 48, 89, 65, 88, 2, 54]
[19, 3, 17, 72, 51, 80, 89, 50, 33, 1]
[16, 65, 100, 95, 86, 25, 69, 92, 8, 75]
[3, 33, 71, 47, 64, 97, 27, 17, 9, 74]
[36, 47, 58, 4, 42, 7, 54, 71, 29, 35]
[89, 77, 71, 76, 84, 99, 82, 54, 75, 8]
[33, 93, 67, 79, 97, 48, 19, 4, 35, 15]
[23, 9, 62, 29, 42, 78, 17, 18, 40, 66]
[100, 14, 15, 83, 7, 68, 80, 39, 27, 86]
[36, 30, 99, 97, 20, 86, 71, 84, 4, 35]
[98, 54, 92, 50, 5, 68, 85, 22, 34, 21]
[65, 72, 2, 77, 17, 85, 9, 95, 74, 86]
